1;1;2022-11-08;2022-11-09
1;3;2022-01-10;2022-02-09
2;2;2023-07-20;2023-07-27
3;3;2022-11-12;2022-12-12
4;4;2024-10-15;2025-10-15
4;4;2024-05-06;2025-05-06
5;3;2024-11-15;2024-12-15
5;1;2024-03-17;2024-03-18
5;3;2024-01-27;2024-02-26
6;4;2023-08-08;2024-08-07
6;4;2023-06-05;2024-06-04
7;3;2024-02-16;2024-03-17
7;3;2023-12-04;2024-01-03
8;5;2024-01-16;2024-02-15
9;5;2024-02-12;2024-03-13
9;5;2022-08-14;2022-09-13
10;2;2022-07-21;2022-07-28
10;4;2023-01-21;2024-01-21
11;1;2024-08-03;2024-08-04
11;2;2023-07-25;2023-08-01
12;3;2024-04-02;2024-05-02
12;6;2024-08-02;2025-08-02
13;6;2022-06-25;2023-06-25
13;4;2023-09-27;2024-09-26
14;1;2024-01-10;2024-01-11
15;1;2022-12-17;2022-12-18
16;6;2022-04-09;2023-04-09
17;6;2023-01-07;2024-01-07
18;2;2024-06-18;2024-06-25
19;1;2024-05-09;2024-05-10
19;2;2023-07-08;2023-07-15
19;1;2024-09-19;2024-09-20
20;4;2022-10-20;2023-10-20
21;6;2023-08-13;2024-08-12
21;6;2024-09-24;2025-09-24
21;3;2023-06-16;2023-07-16
22;5;2023-06-09;2023-07-09
22;3;2024-03-06;2024-04-05
23;1;2022-02-23;2022-02-24
24;2;2023-02-14;2023-02-21
25;1;2023-06-23;2023-06-24
25;6;2023-05-10;2024-05-09
26;4;2023-12-13;2024-12-12
26;1;2023-04-04;2023-04-05
26;6;2023-05-09;2024-05-08
27;3;2023-11-01;2023-12-01
27;2;2022-01-06;2022-01-13
27;3;2023-12-21;2024-01-20
28;5;2023-06-18;2023-07-18
28;5;2023-04-01;2023-05-01
29;2;2023-07-15;2023-07-22
29;6;2022-01-27;2023-01-27
30;5;2022-03-28;2022-04-27
31;6;2024-02-17;2025-02-16
31;6;2022-06-04;2023-06-04
32;6;2022-09-15;2023-09-15
32;6;2022-11-04;2023-11-04
33;4;2024-06-13;2025-06-13
33;3;2022-04-06;2022-05-06
33;1;2024-06-17;2024-06-18
34;5;2024-09-23;2024-10-23
35;1;2022-06-27;2022-06-28
35;4;2022-11-20;2023-11-20
36;5;2023-07-05;2023-08-04
36;5;2023-05-09;2023-06-08
37;6;2023-10-23;2024-10-22
38;2;2022-07-17;2022-07-24
39;4;2024-02-22;2025-02-21
39;5;2023-09-20;2023-10-20
39;4;2023-07-10;2024-07-09
40;6;2024-07-21;2025-07-21
40;3;2022-06-23;2022-07-23
41;6;2022-06-26;2023-06-26
42;5;2023-03-06;2023-04-05
42;2;2024-05-25;2024-06-01
43;3;2024-07-22;2024-08-21
44;3;2022-07-20;2022-08-19
44;2;2023-02-15;2023-02-22
45;6;2023-04-15;2024-04-14
45;2;2023-11-26;2023-12-03
46;2;2022-06-09;2022-06-16
47;6;2022-09-26;2023-09-26
47;5;2023-12-01;2023-12-31
47;2;2024-01-05;2024-01-12
48;3;2022-01-12;2022-02-11
48;6;2022-05-24;2023-05-24
49;5;2024-02-04;2024-03-05
49;1;2022-04-15;2022-04-16
49;4;2023-02-16;2024-02-16
50;1;2023-10-13;2023-10-14
50;3;2023-01-17;2023-02-16
51;2;2024-02-08;2024-02-15
51;4;2022-12-17;2023-12-17
51;1;2024-08-02;2024-08-03
52;3;2023-05-16;2023-06-15
53;1;2023-09-02;2023-09-03
53;3;2022-12-25;2023-01-24
54;1;2023-08-28;2023-08-29
55;4;2022-12-20;2023-12-20
56;1;2022-05-12;2022-05-13
56;2;2022-08-09;2022-08-16
56;2;2024-01-09;2024-01-16
57;5;2022-03-23;2022-04-22
58;3;2022-01-21;2022-02-20
58;4;2024-08-10;2025-08-10
58;2;2023-05-10;2023-05-17
59;4;2022-03-01;2023-03-01
60;2;2022-03-17;2022-03-24
60;1;2024-03-01;2024-03-02
61;6;2022-07-10;2023-07-10
61;1;2022-05-18;2022-05-19
62;5;2024-03-05;2024-04-04
63;5;2022-12-09;2023-01-08
64;5;2023-08-01;2023-08-31
64;3;2022-06-01;2022-07-01
65;4;2022-03-28;2023-03-28
65;5;2023-06-17;2023-07-17
66;2;2024-09-14;2024-09-21
67;1;2023-09-18;2023-09-19
68;1;2023-08-22;2023-08-23
68;3;2023-03-08;2023-04-07
68;4;2022-04-15;2023-04-15
69;1;2023-09-23;2023-09-24
70;4;2024-09-10;2025-09-10
70;5;2024-08-04;2024-09-03
71;6;2022-01-09;2023-01-09
71;2;2024-07-08;2024-07-15
71;6;2023-06-16;2024-06-15
72;3;2024-02-14;2024-03-15
73;1;2024-10-19;2024-10-20
73;6;2023-12-25;2024-12-24
73;1;2023-11-10;2023-11-11
74;5;2022-10-21;2022-11-20
75;5;2023-07-19;2023-08-18
75;4;2022-08-19;2023-08-19
76;3;2022-02-19;2022-03-21
76;4;2023-03-16;2024-03-15
77;2;2022-12-01;2022-12-08
77;1;2024-05-12;2024-05-13
78;5;2023-12-26;2024-01-25
78;6;2023-01-09;2024-01-09
79;1;2024-10-06;2024-10-07
79;1;2024-10-04;2024-10-05
80;1;2023-07-07;2023-07-08
81;1;2024-06-14;2024-06-15
82;1;2022-10-13;2022-10-14
82;1;2023-06-18;2023-06-19
82;6;2023-09-08;2024-09-07
83;4;2023-11-17;2024-11-16
83;4;2024-06-21;2025-06-21
83;4;2023-10-11;2024-10-10
84;1;2024-08-22;2024-08-23
84;1;2024-10-13;2024-10-14
85;3;2024-04-16;2024-05-16
85;1;2024-05-23;2024-05-24
86;4;2024-12-15;2025-12-15
86;2;2022-06-25;2022-07-02
87;5;2023-02-18;2023-03-20
87;1;2023-09-28;2023-09-29
87;6;2024-05-28;2025-05-28
88;1;2022-02-11;2022-02-12
88;6;2023-03-14;2024-03-13
89;5;2024-09-28;2024-10-28
89;3;2022-01-12;2022-02-11
89;4;2022-06-02;2023-06-02
90;6;2024-01-23;2025-01-22
90;6;2023-01-06;2024-01-06
91;5;2022-11-11;2022-12-11
91;5;2024-05-28;2024-06-27
91;2;2022-01-28;2022-02-04
92;6;2024-12-17;2025-12-17
93;5;2024-06-28;2024-07-28
94;2;2024-09-01;2024-09-08
94;6;2023-09-24;2024-09-23
95;3;2024-12-19;2025-01-18
95;4;2023-06-15;2024-06-14
96;4;2024-09-08;2025-09-08
96;5;2024-09-24;2024-10-24
97;3;2024-12-12;2025-01-11
97;6;2024-09-16;2025-09-16
98;2;2022-11-10;2022-11-17
98;1;2024-07-02;2024-07-03
99;1;2022-02-25;2022-02-26
99;1;2022-03-06;2022-03-07
99;1;2024-01-17;2024-01-18
100;5;2024-03-17;2024-04-16
100;6;2022-02-03;2023-02-03
100;6;2022-09-24;2023-09-24
101;6;2024-03-18;2025-03-18
101;4;2022-02-25;2023-02-25
101;2;2023-06-08;2023-06-15
102;6;2022-04-23;2023-04-23
103;3;2023-03-24;2023-04-23
104;2;2022-08-08;2022-08-15
105;5;2022-12-03;2023-01-02
106;1;2024-07-23;2024-07-24
106;1;2023-05-15;2023-05-16
107;1;2023-07-28;2023-07-29
107;4;2024-01-06;2025-01-05
108;2;2022-03-16;2022-03-23
109;3;2024-12-21;2025-01-20
109;3;2023-03-09;2023-04-08
110;3;2022-09-01;2022-10-01
110;1;2023-12-05;2023-12-06
111;4;2022-06-16;2023-06-16
111;5;2023-10-04;2023-11-03
112;5;2023-07-21;2023-08-20
113;3;2022-10-27;2022-11-26
113;3;2023-03-14;2023-04-13
114;4;2023-01-23;2024-01-23
115;5;2023-08-19;2023-09-18
115;2;2024-01-22;2024-01-29
116;1;2024-04-09;2024-04-10
116;4;2023-04-19;2024-04-18
117;2;2024-07-09;2024-07-16
117;4;2022-04-04;2023-04-04
118;6;2024-04-26;2025-04-26
118;2;2023-04-14;2023-04-21
119;4;2023-08-12;2024-08-11
120;1;2022-05-23;2022-05-24
121;2;2023-03-07;2023-03-14
122;6;2023-11-28;2024-11-27
122;2;2023-01-14;2023-01-21
122;3;2022-10-16;2022-11-15
123;5;2023-03-19;2023-04-18
123;3;2022-03-10;2022-04-09
124;6;2023-05-11;2024-05-10
124;1;2024-12-23;2024-12-24
124;5;2023-12-02;2024-01-01
125;1;2023-06-26;2023-06-27
125;4;2024-02-10;2025-02-09
126;5;2024-11-22;2024-12-22
126;4;2023-10-25;2024-10-24
127;1;2022-02-09;2022-02-10
127;2;2022-12-07;2022-12-14
128;5;2024-07-11;2024-08-10
128;6;2024-06-18;2025-06-18
128;1;2024-12-11;2024-12-12
129;1;2022-08-10;2022-08-11
130;1;2024-05-13;2024-05-14
130;4;2023-02-05;2024-02-05
130;3;2022-09-11;2022-10-11
131;1;2023-02-05;2023-02-06
132;6;2024-01-18;2025-01-17
132;1;2023-12-03;2023-12-04
132;3;2024-06-15;2024-07-15
133;3;2024-12-06;2025-01-05
133;5;2023-07-20;2023-08-19
133;3;2023-09-27;2023-10-27
134;4;2023-08-12;2024-08-11
134;5;2024-11-16;2024-12-16
134;4;2022-06-23;2023-06-23
135;4;2022-07-02;2023-07-02
136;3;2024-06-18;2024-07-18
136;6;2023-12-05;2024-12-04
136;3;2022-10-15;2022-11-14
137;2;2024-04-03;2024-04-10
137;4;2022-01-27;2023-01-27
137;4;2022-01-06;2023-01-06
138;3;2024-01-06;2024-02-05
138;3;2022-09-08;2022-10-08
139;6;2022-01-09;2023-01-09
139;3;2022-03-07;2022-04-06
140;3;2022-08-08;2022-09-07
140;2;2022-04-07;2022-04-14
141;5;2023-02-06;2023-03-08
141;4;2023-07-08;2024-07-07
141;2;2023-04-03;2023-04-10
142;6;2022-03-26;2023-03-26
142;2;2022-03-18;2022-03-25
143;2;2022-08-17;2022-08-24
144;5;2024-12-23;2025-01-22
144;4;2023-10-23;2024-10-22
145;6;2022-07-14;2023-07-14
145;3;2022-04-08;2022-05-08
146;2;2024-11-02;2024-11-09
146;5;2023-12-14;2024-01-13
146;3;2024-05-12;2024-06-11
147;2;2022-03-28;2022-04-04
148;6;2022-03-06;2023-03-06
148;4;2024-07-01;2025-07-01
149;2;2023-11-16;2023-11-23
149;6;2023-09-20;2024-09-19
150;1;2024-08-16;2024-08-17
150;2;2023-08-07;2023-08-14
151;2;2023-08-16;2023-08-23
151;5;2023-09-14;2023-10-14
152;5;2023-10-24;2023-11-23
153;5;2023-05-10;2023-06-09
153;1;2024-08-18;2024-08-19
154;1;2024-11-20;2024-11-21
155;6;2023-12-18;2024-12-17
155;2;2023-06-24;2023-07-01
155;4;2024-05-10;2025-05-10
156;6;2024-09-06;2025-09-06
156;6;2022-12-15;2023-12-15
156;2;2024-12-25;2025-01-01
157;2;2023-11-28;2023-12-05
158;1;2022-08-25;2022-08-26
158;4;2023-05-16;2024-05-15
158;6;2024-04-13;2025-04-13
159;2;2022-04-24;2022-05-01
159;3;2024-08-27;2024-09-26
159;3;2022-02-14;2022-03-16
160;6;2022-10-16;2023-10-16
161;1;2023-12-21;2023-12-22
161;6;2024-09-15;2025-09-15
161;2;2024-08-23;2024-08-30
162;6;2022-01-11;2023-01-11
163;3;2022-08-12;2022-09-11
163;4;2024-02-18;2025-02-17
163;3;2024-09-12;2024-10-12
164;4;2022-12-01;2023-12-01
164;6;2024-10-04;2025-10-04
165;2;2023-12-16;2023-12-23
166;4;2024-07-13;2025-07-13
167;5;2023-05-16;2023-06-15
167;2;2022-01-19;2022-01-26
168;5;2024-07-13;2024-08-12
168;1;2024-07-13;2024-07-14
169;3;2024-04-04;2024-05-04
169;1;2022-09-21;2022-09-22
169;2;2022-03-04;2022-03-11
170;6;2023-03-20;2024-03-19
170;5;2022-02-22;2022-03-24
170;1;2024-11-10;2024-11-11
171;6;2022-01-13;2023-01-13
172;6;2024-03-21;2025-03-21
173;5;2022-09-07;2022-10-07
173;4;2023-12-23;2024-12-22
173;1;2024-05-14;2024-05-15
174;4;2023-10-12;2024-10-11
174;1;2024-06-21;2024-06-22
175;6;2022-06-16;2023-06-16
175;3;2024-11-27;2024-12-27
176;1;2023-01-09;2023-01-10
176;5;2022-06-16;2022-07-16
177;5;2022-02-05;2022-03-07
177;2;2024-02-17;2024-02-24
177;4;2024-04-03;2025-04-03
178;6;2022-03-24;2023-03-24
178;3;2023-11-09;2023-12-09
179;2;2024-10-23;2024-10-30
179;6;2023-05-26;2024-05-25
180;4;2023-12-14;2024-12-13
180;2;2022-06-06;2022-06-13
180;3;2024-08-28;2024-09-27
181;5;2023-04-22;2023-05-22
181;2;2023-01-15;2023-01-22
181;5;2024-07-07;2024-08-06
182;5;2022-09-16;2022-10-16
183;5;2024-02-10;2024-03-11
183;3;2022-05-07;2022-06-06
183;2;2023-04-09;2023-04-16
184;4;2022-10-25;2023-10-25
184;3;2024-01-25;2024-02-24
185;4;2022-02-23;2023-02-23
185;2;2022-04-13;2022-04-20
185;4;2022-10-21;2023-10-21
186;4;2023-11-03;2024-11-02
186;2;2023-09-24;2023-10-01
186;5;2022-06-22;2022-07-22
187;6;2024-12-23;2025-12-23
187;3;2024-06-12;2024-07-12
187;5;2022-12-12;2023-01-11
188;5;2023-06-07;2023-07-07
189;3;2024-01-20;2024-02-19
189;5;2024-10-11;2024-11-10
189;5;2024-03-23;2024-04-22
190;3;2024-02-21;2024-03-22
190;1;2024-06-20;2024-06-21
190;4;2022-12-12;2023-12-12
191;3;2024-08-09;2024-09-08
191;5;2023-02-09;2023-03-11
192;1;2022-03-02;2022-03-03
193;4;2024-07-19;2025-07-19
193;4;2022-03-07;2023-03-07
194;5;2024-08-16;2024-09-15
194;4;2022-06-09;2023-06-09
194;3;2023-10-20;2023-11-19
195;4;2022-06-12;2023-06-12
196;3;2023-02-24;2023-03-26
196;1;2024-09-01;2024-09-02
197;6;2022-09-19;2023-09-19
197;6;2022-11-10;2023-11-10
198;4;2023-12-13;2024-12-12
199;3;2024-08-19;2024-09-18
199;2;2024-01-21;2024-01-28
199;5;2022-05-05;2022-06-04
200;5;2022-08-18;2022-09-17
201;5;2022-08-18;2022-09-17
201;6;2024-04-05;2025-04-05
201;6;2022-04-21;2023-04-21
202;1;2024-03-11;2024-03-12
203;6;2024-05-18;2025-05-18
203;4;2022-11-06;2023-11-06
204;2;2023-01-16;2023-01-23
204;6;2023-07-26;2024-07-25
205;5;2022-02-12;2022-03-14
205;6;2023-04-25;2024-04-24
205;4;2022-03-05;2023-03-05
206;6;2023-01-07;2024-01-07
207;1;2023-11-07;2023-11-08
208;5;2023-04-27;2023-05-27
208;2;2024-11-09;2024-11-16
208;4;2022-12-13;2023-12-13
209;4;2024-03-15;2025-03-15
210;5;2022-06-18;2022-07-18
210;2;2024-08-27;2024-09-03
211;3;2024-02-09;2024-03-10
211;3;2022-12-27;2023-01-26
211;4;2022-07-26;2023-07-26
212;3;2024-06-08;2024-07-08
212;1;2024-07-26;2024-07-27
212;4;2023-06-16;2024-06-15
213;3;2022-10-08;2022-11-07
214;1;2024-03-09;2024-03-10
214;4;2023-12-21;2024-12-20
215;5;2024-03-11;2024-04-10
215;3;2023-02-23;2023-03-25
216;2;2023-07-08;2023-07-15
217;2;2022-01-28;2022-02-04
217;3;2022-12-27;2023-01-26
218;3;2024-05-14;2024-06-13
218;6;2023-07-16;2024-07-15
218;5;2022-08-20;2022-09-19
219;5;2024-05-02;2024-06-01
219;1;2024-07-18;2024-07-19
219;1;2023-05-23;2023-05-24
220;1;2022-02-26;2022-02-27
220;1;2022-07-27;2022-07-28
220;3;2024-09-16;2024-10-16
221;3;2024-02-07;2024-03-08
221;4;2024-03-25;2025-03-25
222;4;2024-07-16;2025-07-16
223;5;2023-02-09;2023-03-11
223;3;2023-03-08;2023-04-07
223;5;2024-03-16;2024-04-15
224;6;2022-12-11;2023-12-11
224;6;2023-08-19;2024-08-18
225;5;2023-05-22;2023-06-21
225;3;2023-02-08;2023-03-10
226;6;2022-08-02;2023-08-02
226;1;2022-03-16;2022-03-17
227;4;2024-04-23;2025-04-23
227;3;2023-10-22;2023-11-21
228;2;2024-12-28;2025-01-04
228;5;2022-12-09;2023-01-08
228;1;2023-06-05;2023-06-06
229;2;2022-04-21;2022-04-28
230;6;2024-04-17;2025-04-17
231;6;2022-03-11;2023-03-11
231;4;2024-04-19;2025-04-19
231;2;2022-04-12;2022-04-19
232;2;2023-01-26;2023-02-02
233;1;2022-12-16;2022-12-17
233;4;2024-01-28;2025-01-27
234;2;2022-05-28;2022-06-04
234;1;2022-06-05;2022-06-06
234;6;2024-05-06;2025-05-06
235;5;2024-07-15;2024-08-14
235;1;2023-10-23;2023-10-24
236;1;2024-07-08;2024-07-09
236;3;2023-10-14;2023-11-13
237;3;2022-06-21;2022-07-21
237;2;2024-09-04;2024-09-11
237;6;2024-04-27;2025-04-27
238;5;2023-07-01;2023-07-31
239;6;2022-07-23;2023-07-23
239;4;2022-11-23;2023-11-23
239;2;2024-11-17;2024-11-24
240;6;2022-07-20;2023-07-20
240;4;2022-04-07;2023-04-07
241;1;2024-02-19;2024-02-20
241;4;2024-06-23;2025-06-23
241;4;2023-06-14;2024-06-13
242;5;2024-06-16;2024-07-16
242;1;2022-05-18;2022-05-19
243;4;2023-06-22;2024-06-21
244;2;2024-09-09;2024-09-16
244;5;2024-08-22;2024-09-21
244;1;2023-07-22;2023-07-23
245;1;2022-09-26;2022-09-27
245;6;2022-12-13;2023-12-13
246;6;2023-08-22;2024-08-21
246;4;2023-06-17;2024-06-16
247;4;2022-10-02;2023-10-02
247;3;2022-07-06;2022-08-05
247;6;2023-12-12;2024-12-11
248;5;2023-06-15;2023-07-15
248;6;2024-08-05;2025-08-05
248;5;2024-04-24;2024-05-24
249;1;2023-10-24;2023-10-25
250;5;2022-07-03;2022-08-02
250;3;2023-06-13;2023-07-13
251;4;2022-05-07;2023-05-07
252;1;2024-05-11;2024-05-12
252;6;2023-05-21;2024-05-20
253;5;2023-10-07;2023-11-06
253;3;2022-07-13;2022-08-12
253;3;2024-12-22;2025-01-21
254;6;2022-11-24;2023-11-24
254;4;2023-01-06;2024-01-06
255;4;2024-05-01;2025-05-01
256;2;2023-12-01;2023-12-08
256;2;2023-06-26;2023-07-03
256;2;2022-02-17;2022-02-24
257;5;2022-12-16;2023-01-15
257;3;2023-05-04;2023-06-03
258;2;2022-07-25;2022-08-01
259;3;2024-07-27;2024-08-26
260;6;2023-05-25;2024-05-24
261;4;2022-05-19;2023-05-19
261;4;2022-08-22;2023-08-22
261;2;2024-07-20;2024-07-27
262;4;2022-02-09;2023-02-09
262;5;2023-01-01;2023-01-31
262;1;2024-02-24;2024-02-25
263;1;2024-09-07;2024-09-08
264;4;2024-09-13;2025-09-13
265;5;2022-07-02;2022-08-01
265;2;2024-04-23;2024-04-30
266;2;2022-02-28;2022-03-07
266;2;2022-08-26;2022-09-02
267;3;2024-10-05;2024-11-04
268;4;2022-10-04;2023-10-04
268;4;2023-08-26;2024-08-25
268;5;2024-04-24;2024-05-24
269;4;2023-01-17;2024-01-17
269;5;2023-03-08;2023-04-07
269;1;2023-10-07;2023-10-08
270;6;2023-06-04;2024-06-03
271;4;2023-07-10;2024-07-09
271;5;2022-07-15;2022-08-14
271;4;2022-06-26;2023-06-26
272;3;2024-06-13;2024-07-13
273;4;2024-12-07;2025-12-07
273;6;2022-11-14;2023-11-14
274;2;2022-06-10;2022-06-17
274;1;2024-03-15;2024-03-16
274;1;2024-07-28;2024-07-29
275;4;2024-01-14;2025-01-13
275;1;2024-11-11;2024-11-12
275;4;2022-04-14;2023-04-14
276;5;2023-05-21;2023-06-20
277;4;2023-07-06;2024-07-05
278;2;2023-01-17;2023-01-24
278;1;2024-12-14;2024-12-15
279;3;2024-09-03;2024-10-03
280;5;2022-03-14;2022-04-13
280;1;2022-11-03;2022-11-04
280;1;2023-08-13;2023-08-14
281;1;2023-02-25;2023-02-26
281;2;2023-07-09;2023-07-16
281;3;2022-02-08;2022-03-10
282;5;2024-10-18;2024-11-17
283;2;2022-01-05;2022-01-12
283;5;2022-02-28;2022-03-30
284;2;2023-02-13;2023-02-20
285;4;2024-02-13;2025-02-12
286;3;2022-12-05;2023-01-04
286;2;2022-10-07;2022-10-14
286;4;2022-07-20;2023-07-20
287;6;2022-07-19;2023-07-19
287;1;2022-09-17;2022-09-18
287;6;2023-11-04;2024-11-03
288;1;2022-07-09;2022-07-10
288;3;2024-02-01;2024-03-02
288;4;2022-06-13;2023-06-13
289;5;2023-07-18;2023-08-17
289;2;2022-09-14;2022-09-21
290;3;2022-10-25;2022-11-24
290;3;2023-05-21;2023-06-20
290;3;2023-02-16;2023-03-18
291;6;2023-07-02;2024-07-01
292;2;2024-08-17;2024-08-24
293;5;2024-11-11;2024-12-11
293;5;2023-04-04;2023-05-04
294;1;2023-08-23;2023-08-24
294;2;2024-05-10;2024-05-17
295;2;2022-08-24;2022-08-31
295;5;2022-08-02;2022-09-01
296;4;2023-03-16;2024-03-15
296;6;2023-11-02;2024-11-01
296;4;2024-09-25;2025-09-25
297;3;2023-08-20;2023-09-19
298;3;2022-05-11;2022-06-10
298;1;2024-05-09;2024-05-10
299;2;2023-05-02;2023-05-09
299;5;2022-07-21;2022-08-20
300;4;2024-01-02;2025-01-01
300;1;2024-03-22;2024-03-23
300;1;2024-02-06;2024-02-07
301;1;2023-12-23;2023-12-24
302;3;2022-01-25;2022-02-24
302;3;2024-11-22;2024-12-22
303;4;2022-09-06;2023-09-06
303;4;2022-03-21;2023-03-21
303;3;2023-02-16;2023-03-18
304;4;2023-07-28;2024-07-27
305;3;2022-11-18;2022-12-18
305;6;2024-05-21;2025-05-21
306;2;2023-05-05;2023-05-12
307;3;2023-01-13;2023-02-12
307;5;2023-01-20;2023-02-19
307;3;2023-07-19;2023-08-18
308;5;2023-03-10;2023-04-09
309;2;2023-05-19;2023-05-26
309;3;2022-10-13;2022-11-12
310;3;2024-08-24;2024-09-23
310;1;2024-08-03;2024-08-04
310;5;2024-09-13;2024-10-13
311;2;2022-03-03;2022-03-10
311;3;2024-03-05;2024-04-04
312;1;2024-04-01;2024-04-02
313;4;2024-04-12;2025-04-12
313;1;2022-06-19;2022-06-20
313;1;2024-05-16;2024-05-17
314;2;2024-07-07;2024-07-14
314;1;2024-02-09;2024-02-10
315;2;2023-11-22;2023-11-29
315;6;2024-04-01;2025-04-01
315;6;2023-02-04;2024-02-04
316;2;2022-02-18;2022-02-25
316;6;2024-05-21;2025-05-21
316;5;2024-02-11;2024-03-12
317;2;2022-09-18;2022-09-25
317;1;2022-03-28;2022-03-29
318;5;2024-02-12;2024-03-13
319;1;2024-06-20;2024-06-21
319;1;2024-05-07;2024-05-08
319;1;2023-07-03;2023-07-04
320;4;2022-10-25;2023-10-25
321;2;2024-12-20;2024-12-27
321;2;2023-05-12;2023-05-19
321;5;2022-12-10;2023-01-09
322;1;2022-08-07;2022-08-08
323;3;2023-03-13;2023-04-12
323;5;2023-02-07;2023-03-09
324;3;2023-11-14;2023-12-14
324;2;2024-01-03;2024-01-10
324;2;2022-09-27;2022-10-04
325;3;2024-02-27;2024-03-28
325;2;2024-09-26;2024-10-03
326;1;2023-08-06;2023-08-07
326;6;2022-03-14;2023-03-14
327;1;2024-01-01;2024-01-02
327;5;2023-02-03;2023-03-05
328;2;2024-01-10;2024-01-17
328;3;2022-05-24;2022-06-23
328;6;2024-07-26;2025-07-26
329;4;2022-12-02;2023-12-02
329;6;2024-04-21;2025-04-21
329;4;2024-06-05;2025-06-05
330;1;2022-01-01;2022-01-02
330;3;2024-03-03;2024-04-02
330;4;2024-04-26;2025-04-26
331;2;2024-09-03;2024-09-10
331;6;2022-10-24;2023-10-24
332;6;2024-09-07;2025-09-07
333;2;2023-02-18;2023-02-25
333;4;2023-05-05;2024-05-04
333;2;2022-12-07;2022-12-14
334;1;2022-07-09;2022-07-10
334;5;2024-04-19;2024-05-19
335;6;2024-04-04;2025-04-04
335;6;2022-05-01;2023-05-01
336;5;2024-10-05;2024-11-04
337;4;2022-08-03;2023-08-03
338;6;2024-03-26;2025-03-26
338;2;2022-12-07;2022-12-14
339;5;2024-12-17;2025-01-16
339;5;2023-10-19;2023-11-18
